"dim_1","dim_2","gene"
2205,1721,"PB1-P701H"
2205,2172,"Col4a1"
2205,2244,"Ifit2"
2205,2326,"Col4a2"
2205,2676,"PB1-P701H"
2205,2709,"PB1-P701H"
2206,44,"Ifit2"
2206,165,"Col4a1"
2206,807,"PB1_701P"
2206,832,"PB1_701P"
2206,851,"Col4a1"
2206,939,"Lamc1"
2206,1653,"PB1_701P"
2206,1681,"Lamc1"
2206,1704,"PB1_701P"
2206,1943,"Col4a2"
2206,1946,"Col4a2"
2206,1980,"Fn1"
2206,2033,"Lamc1"
2206,2039,"Col4a2"
2206,2048,"Col4a2"
2206,2064,"PB1_701P"
2206,2067,"PB1_701P"
2206,2073,"Col4a2"
2206,2189,"PB1_701P"
2206,2225,"PB1_701P"
2206,2608,"PB1-P701H"
2206,2639,"Col4a1"
2207,66,"PB1_701P"
2207,73,"Lamc1"
2207,159,"Lamc1"
2207,247,"PB1_701P"
2207,329,"PB1_701P"
2207,360,"PB1_701P"
2207,363,"PB1_701P"
2207,406,"Col4a1"
2207,410,"PB1_701P"
2207,860,"Fn1"
2207,927,"Lamc1"
2207,936,"PB1_701P"
2207,1132,"PB1-P701H"
2207,1913,"PB1_701P"
2207,2157,"Col4a1"
2207,2321,"PB1_701P"
2207,2615,"PB1-P701H"
2207,2731,"PB1_701P"
2207,2844,"PB1_701P"
2208,333,"PB1_701P"
2208,350,"PB1-P701H"
2208,352,"PB1-P701H"
2208,374,"Col4a2"
2208,396,"Col4a1"
2208,446,"Fn1"
2208,751,"Col4a1"
2208,839,"unknow"
2208,847,"PB1_701P"
2208,978,"Lamc1"
2208,1003,"PB1_701P"
2208,1567,"PB1_701P"
2208,1717,"Lamc1"
2208,2018,"Col4a1"
2208,2031,"Lamc1"
2208,2057,"Col4a2"
2208,2066,"PB1_701P"
2208,2106,"Lamc1"
2208,2165,"Col4a1"
2208,2334,"Lamc1"
2208,2358,"Col4a1"
2208,2518,"Col4a2"
2208,2596,"Col4a1"
2209,355,"PB1_701P"
2209,414,"PB1-P701H"
2209,420,"PB1-P701H"
2209,467,"PB1_701P"
2209,754,"Col4a1"
2209,768,"Col4a2"
2209,920,"PB1-P701H"
2209,986,"Lamc1"
2209,1000,"PB1-P701H"
2209,1693,"Col4a2"
2209,1719,"Col4a2"
2209,1941,"PB1_701P"
2209,2013,"unknow"
2209,2016,"Col4a1"
2209,2036,"PB1_701P"
2209,2179,"PB1-P701H"
2209,2181,"PB1-P701H"
2209,2258,"PB1_701P"
2209,2265,"Col4a1"
2209,2301,"PB1_701P"
2209,2683,"PB1_701P"
2209,2722,"Ifit3"
2209,2799,"PB1_701P"
2209,2805,"PB1_701P"
2209,2814,"PB1_701P"
2210,52,"Col4a2"
2210,60,"Ifit2"
2210,66,"Lamc1"
2210,163,"Lamc1"
2210,260,"PB1_701P"
2210,328,"PB1_701P"
2210,401,"Ifit2"
2210,714,"PB1_701P"
2210,812,"Col4a2"
2210,838,"PB1-P701H"
2210,866,"Col4a2"
2210,913,"PB1_701P"
2210,1012,"Ifit2"
2210,1160,"PB1_701P"
2210,1166,"PB1_701P"
2210,1173,"unknow"
2210,1515,"PB1_701P"
2210,1543,"PB1_701P"
2210,1588,"Col4a2"
2210,1705,"Lamc1"
2210,1944,"PB1_701P"
2210,1949,"Col4a2"
2210,1979,"PB1-P701H"
2210,2060,"unknow"
2210,2203,"Ifit2"
2210,2361,"Ifit2"
2210,2626,"Col4a1"
2210,2711,"PB1_701P"
2210,2716,"PB1_701P"
2211,68,"Col4a1"
2211,159,"Lamc1"
2211,428,"Col4a1"
2211,859,"PB1-P701H"
2211,1524,"Col4a1"
2211,1529,"PB1-P701H"
2211,1699,"PB1-P701H"
2211,1709,"PB1_701P"
2211,1732,"PB1-P701H"
2211,1924,"Col4a2"
2211,2019,"PB1-P701H"
2211,2076,"PB1_701P"
2211,2240,"PB1_701P"
2211,2316,"Col4a1"
2211,2603,"PB1-P701H"
2211,2615,"PB1-P701H"
2212,56,"Lamc1"
2212,77,"PB1-P701H"
2212,326,"PB1_701P"
2212,337,"PB1-P701H"
2212,353,"PB1-P701H"
2212,366,"Col4a2"
2212,455,"Col4a2"
2212,848,"PB1_701P"
2212,854,"Ifit2"
2212,992,"Col4a1"
2212,995,"PB1-P701H"
2212,1002,"Lamc1"
2212,1399,"unknow"
2212,1492,"Fn1"
2212,1704,"Fn1"
2212,1902,"PB1-P701H"
2212,1905,"unknow"
2212,1913,"PB1_701P"
2212,1952,"Col4a2"
2212,2148,"PB1-P701H"
2212,2153,"Fn1"
2212,2277,"PB1_701P"
2212,2290,"Col4a1"
2212,2296,"PB1_701P"
2212,2301,"PB1_701P"
2212,2321,"PB1-P701H"
2212,2552,"Col4a2"
2212,2606,"PB1-P701H"
2212,2642,"PB1_701P"
2212,2673,"Fn1"
2212,2700,"PB1_701P"
2212,2722,"Col4a1"
2212,2800,"PB1_701P"
2213,53,"Col4a2"
2213,63,"PB1_701P"
2213,73,"PB1-P701H"
2213,161,"Lamc1"
2213,331,"Fn1"
2213,403,"PB1_701P"
2213,424,"Col4a1"
2213,809,"PB1_701P"
2213,938,"PB1_701P"
2213,989,"PB1-P701H"
2213,1161,"PB1_701P"
2213,1396,"unknow"
2213,1496,"PB1-P701H"
2213,1521,"Ifit3"
2213,1536,"PB1_701P"
2213,1551,"Lamc1"
2213,1713,"PB1_701P"
2213,1897,"Fn1"
2213,1916,"PB1_701P"
2213,1930,"PB1_701P"
2213,1946,"Col4a2"
2213,1996,"Lamc1"
2213,2060,"PB1_701P"
2213,2108,"Lamc1"
2213,2282,"Col4a2"
2213,2298,"PB1_701P"
2213,2349,"Ifit3"
2213,2372,"Ifit3"
2213,2712,"Col4a2"
2214,439,"Col4a1"
2214,452,"Col4a2"
2214,814,"PB1_701P"
2214,821,"PB1-P701H"
2214,852,"PB1_701P"
2214,933,"Ifit3"
2214,999,"Lamc1"
2214,1428,"PB1-P701H"
2214,1526,"PB1-P701H"
2214,1903,"PB1-P701H"
2214,1986,"Lamc1"
2214,2001,"Lamc1"
2214,2004,"Col4a1"
2214,2064,"Col4a2"
2214,2095,"Lamc1"
2214,2132,"Col4a2"
2214,2164,"Fn1"
2214,2198,"PB1_701P"
2214,2266,"Col4a1"
2214,2292,"Ifit2"
2214,2624,"PB1-P701H"
2214,2703,"PB1_701P"
2215,68,"PB1_701P"
2215,162,"Lamc1"
2215,859,"PB1_701P"
2215,869,"PB1_701P"
2215,993,"PB1-P701H"
2215,1044,"Col4a1"
2215,1516,"PB1_701P"
2215,1539,"Col4a2"
2215,1549,"Lamc1"
2215,1654,"Col4a1"
2215,1704,"unknow"
2215,1930,"unknow"
2215,1950,"PB1_701P"
2215,2028,"Col4a1"
2215,2169,"Ifit2"
2215,2184,"PB1-P701H"
2215,2230,"Ifit3"
2215,2276,"PB1-P701H"
2215,2288,"Col4a1"
2215,2300,"PB1_701P"
2215,2334,"Col4a2"
2215,2603,"Col4a2"
2215,2620,"PB1-P701H"
2215,2840,"Col4a1"
2216,85,"PB1_701P"
2216,213,"Fn1"
2216,393,"Col4a1"
2216,449,"PB1_701P"
2216,751,"PB1_701P"
2216,873,"PB1_701P"
2216,924,"Col4a2"
2216,1504,"Ifit2"
2216,1518,"PB1_701P"
2216,1543,"PB1_701P"
2216,1651,"PB1_701P"
2216,1699,"Fn1"
2216,2067,"Col4a2"
2216,2104,"Lamc1"
2216,2216,"Col4a2"
2216,2284,"PB1_701P"
2216,2328,"PB1_701P"
2216,2336,"PB1_701P"
2216,2597,"PB1-P701H"
2217,54,"Lamc1"
2217,149,"PB1_701P"
2217,341,"PB1_701P"
2217,386,"Col4a2"
2217,390,"Col4a2"
2217,754,"Col4a2"
2217,817,"PB1_701P"
2217,849,"PB1_701P"
2217,868,"PB1_701P"
2217,1001,"Fn1"
2217,1010,"Fn1"
2217,1494,"PB1-P701H"
2217,1530,"Col4a2"
2217,1534,"PB1_701P"
2217,1714,"PB1-P701H"
2217,1872,"Col4a2"
2217,1895,"unknow"
2217,1908,"Col4a1"
2217,1939,"PB1_701P"
2217,2001,"PB1-P701H"
2217,2011,"PB1_701P"
2217,2142,"Lamc1"
2217,2154,"PB1_701P"
2217,2188,"PB1_701P"
2217,2322,"PB1_701P"
2217,2330,"PB1_701P"
2217,2367,"Ifit3"
2217,2570,"Col4a2"
2217,2599,"PB1-P701H"
2217,2710,"PB1_701P"
2217,2717,"PB1_701P"
2217,2730,"PB1_701P"
2217,2805,"PB1_701P"
2218,88,"PB1_701P"
2218,219,"Fn1"
2218,376,"PB1_701P"
2218,382,"Col4a2"
2218,887,"PB1_701P"
2218,941,"Col4a1"
2218,957,"PB1_701P"
2218,987,"PB1_701P"
2218,1498,"Lamc1"
2218,1903,"PB1-P701H"
2218,1951,"PB1_701P"
2218,2160,"PB1-P701H"
2218,2167,"PB1_701P"
2218,2175,"Col4a1"
2218,2181,"PB1_701P"
2218,2184,"PB1_701P"
2218,2289,"PB1_701P"
2218,2318,"Col4a2"
2218,2344,"Ifit2"
2218,2648,"PB1_701P"
2218,2703,"Col4a2"
2218,2819,"PB1-P701H"
2218,2823,"PB1-P701H"
2218,2840,"Col4a1"
2219,356,"PB1-P701H"
2219,373,"Col4a2"
2219,811,"PB1-P701H"
2219,993,"PB1-P701H"
2219,998,"PB1-P701H"
2219,1012,"PB1-P701H"
2219,1378,"unknow"
2219,1512,"PB1_701P"
2219,1522,"PB1_701P"
2219,1526,"PB1_701P"
2219,1637,"Col4a1"
2219,1900,"PB1-P701H"
2219,1933,"PB1_701P"
2219,2035,"Col4a1"
2219,2042,"Col4a1"
2219,2067,"PB1_701P"
2219,2170,"PB1_701P"
2219,2212,"PB1_701P"
2219,2246,"Ifit2"
2219,2274,"PB1-P701H"
2219,2373,"Ifit3"
2219,2591,"PB1_701P"
2219,2674,"Fn1"
2219,2713,"PB1-P701H"
2220,189,"PB1_701P"
2220,200,"PB1-P701H"
2220,365,"PB1-P701H"
2220,778,"PB1_701P"
2220,804,"Ifit2"
2220,980,"Col4a2"
2220,996,"Ifit3"
2220,1519,"PB1_701P"
2220,1547,"PB1_701P"
2220,1633,"Col4a1"
2220,1709,"Col4a2"
2220,1716,"Lamc1"
2220,1930,"unknow"
2220,1936,"PB1-P701H"
2220,1943,"Col4a1"
2220,1984,"PB1-P701H"
2220,2038,"PB1_701P"
2220,2333,"Col4a2"
2220,2621,"PB1_701P"
2221,196,"Lamc1"
2221,343,"Col4a2"
2221,360,"PB1-P701H"
2221,455,"PB1_701P"
2221,862,"PB1_701P"
2221,922,"PB1_701P"
2221,1149,"Col4a1"
2221,1383,"PB1-P701H"
2221,1515,"unknow"
2221,1910,"PB1-P701H"
2221,1919,"Col4a2"
2221,1998,"PB1-P701H"
2221,2132,"PB1_701P"
2221,2160,"PB1-P701H"
2221,2171,"PB1-P701H"
2221,2175,"PB1-P701H"
2221,2216,"PB1_701P"
2221,2323,"PB1_701P"
2221,2328,"Ifit2"
2221,2704,"unknow"
2222,218,"PB1-P701H"
2222,403,"PB1_701P"
2222,408,"Col4a1"
2222,946,"PB1_701P"
2222,968,"PB1_701P"
2222,1159,"Ifit3"
2222,1172,"PB1-P701H"
2222,1184,"Ifit3"
2222,1503,"Fn1"
2222,1507,"Fn1"
2222,1524,"Lamc1"
2222,1530,"PB1_701P"
2222,1534,"PB1_701P"
2222,1578,"Col4a1"
2222,1584,"PB1_701P"
2222,1620,"PB1_701P"
2222,1718,"Lamc1"
2222,1886,"PB1-P701H"
2222,1933,"unknow"
2222,1948,"PB1_701P"
2222,2005,"PB1-P701H"
2222,2064,"PB1-P701H"
2222,2166,"Fn1"
2222,2245,"Lamc1"
2222,2250,"Col4a1"
2222,2262,"Col4a2"
2222,2289,"Col4a1"
2222,2326,"Col4a1"
2222,2340,"Col4a1"
2222,2343,"PB1_701P"
2222,2380,"Ifit3"
2222,2589,"Lamc1"
2222,2623,"PB1_701P"
2222,2678,"PB1-P701H"
2222,2730,"PB1_701P"
2223,76,"PB1_701P"
2223,117,"Col4a2"
2223,121,"Col4a2"
2223,190,"PB1_701P"
2223,255,"PB1_701P"
2223,810,"PB1-P701H"
2223,1175,"PB1-P701H"
2223,1381,"PB1-P701H"
2223,1518,"unknow"
2223,1757,"Col4a1"
2223,1866,"PB1-P701H"
2223,1869,"Fn1"
2223,1907,"Fn1"
2223,1914,"Lamc1"
2223,1927,"PB1_701P"
2223,1941,"Lamc1"
2223,2013,"PB1-P701H"
2223,2039,"PB1_701P"
2223,2115,"Col4a1"
2223,2243,"Col4a1"
2223,2253,"Lamc1"
2223,2267,"Ifit3"
2223,2316,"Col4a2"
2223,2319,"PB1_701P"
2223,2337,"PB1_701P"
2223,2514,"PB1_701P"
2223,2652,"Col4a2"
2223,2713,"Ifit3"
2224,65,"Col4a2"
2224,85,"PB1_701P"
2224,193,"PB1_701P"
2224,216,"PB1-P701H"
2224,452,"PB1_701P"
2224,812,"PB1_701P"
2224,934,"PB1-P701H"
2224,1006,"PB1-P701H"
2224,1164,"Lamc1"
2224,1377,"unknow"
2224,1424,"unknow"
2224,1520,"PB1_701P"
2224,1528,"PB1_701P"
2224,1544,"PB1_701P"
2224,1664,"PB1_701P"
2224,1984,"PB1-P701H"
2224,2017,"PB1-P701H"
2224,2162,"PB1_701P"
2224,2309,"PB1_701P"
2224,2328,"PB1_701P"
2224,2709,"unknow"
2224,2726,"PB1_701P"
2224,2801,"unknow"
2224,2827,"PB1-P701H"
2225,73,"PB1_701P"
2225,79,"Col4a2"
2225,93,"Col4a1"
2225,197,"Lamc1"
2225,269,"Col4a2"
2225,370,"Col4a1"
2225,861,"Col4a2"
2225,919,"Lamc1"
2225,1571,"Col4a2"
2225,1577,"Col4a1"
2225,1586,"Col4a2"
2225,1622,"Col4a1"
2225,1658,"Col4a1"
2225,1722,"Col4a1"
2225,1995,"PB1_701P"
2225,2008,"PB1-P701H"
2225,2093,"Ifit2"
2225,2138,"PB1_701P"
2225,2160,"PB1-P701H"
2225,2170,"PB1-P701H"
2225,2260,"PB1-P701H"
2225,2324,"PB1_701P"
2225,2600,"PB1_701P"
2225,2717,"Col4a2"
2225,2720,"PB1_701P"
2226,98,"PB1_701P"
2226,206,"PB1-P701H"
2226,1625,"Col4a1"
2226,1744,"Col4a1"
2226,1884,"PB1-P701H"
2226,1898,"PB1_701P"
2226,1908,"PB1-P701H"
2226,1936,"PB1_701P"
2226,2060,"Col4a2"
2226,2070,"PB1_701P"
2226,2076,"Ifit2"
2226,2082,"Col4a2"
2226,2096,"PB1_701P"
2226,2133,"PB1_701P"
2226,2153,"Col4a1"
2226,2167,"PB1_701P"
2226,2385,"Ifit3"
2227,75,"Ifit2"
2227,100,"PB1_701P"
2227,114,"PB1_701P"
2227,210,"PB1-P701H"
2227,363,"PB1_701P"
2227,760,"Col4a1"
2227,766,"PB1_701P"
2227,1004,"Fn1"
2227,1014,"PB1_701P"
2227,1172,"PB1-P701H"
2227,1178,"PB1_701P"
2227,1476,"PB1_701P"
2227,1498,"PB1-P701H"
2227,1520,"PB1_701P"
2227,1588,"PB1_701P"
2227,1615,"Fn1"
2227,1653,"Col4a2"
2227,1721,"PB1-P701H"
2227,1726,"Fn1"
2227,1887,"PB1-P701H"
2227,2086,"Col4a1"
2227,2099,"PB1_701P"
2227,2122,"PB1_701P"
2227,2126,"PB1-P701H"
2227,2129,"Ifit2"
2227,2149,"PB1_701P"
2227,2237,"Lamc1"
2227,2305,"PB1_701P"
2227,2320,"Col4a1"
2227,2547,"PB1_701P"
2227,2651,"Lamc1"
2227,2707,"unknow"
2227,2812,"PB1_701P"
2227,2818,"Ifit3"
2227,2827,"PB1-P701H"
2228,70,"PB1_701P"
2228,228,"Fn1"
2228,388,"Col4a2"
2228,880,"PB1_701P"
2228,983,"PB1_701P"
2228,1009,"PB1_701P"
2228,1508,"PB1-P701H"
2228,1611,"PB1_701P"
2228,1658,"Lamc1"
2228,1665,"PB1_701P"
2228,1913,"PB1_701P"
2228,1999,"PB1-P701H"
2228,2005,"Fn1"
2228,2074,"PB1_701P"
2228,2090,"PB1_701P"
2228,2119,"Ifit3"
2228,2146,"PB1_701P"
2228,2243,"PB1_701P"
2228,2281,"Fn1"
2228,2326,"PB1_701P"
2228,2332,"PB1-P701H"
2228,2690,"Lamc1"
2228,2794,"PB1_701P"
2229,82,"PB1_701P"
2229,95,"PB1_701P"
2229,218,"PB1_701P"
2229,1479,"PB1_701P"
2229,1502,"PB1_701P"
2229,1525,"PB1_701P"
2229,1693,"PB1_701P"
2229,2013,"PB1-P701H"
2229,2050,"PB1-P701H"
2229,2115,"PB1_701P"
2229,2303,"Col4a1"
2229,2330,"Lamc1"
2229,2335,"PB1_701P"
2229,2519,"Ifit3"
2229,2557,"Lamc1"
2229,2646,"PB1-P701H"
2229,2709,"Col4a2"
2230,44,"Fn1"
2230,71,"PB1_701P"
2230,108,"PB1_701P"
2230,115,"Ifit2"
2230,386,"PB1_701P"
2230,757,"Col4a1"
2230,1509,"PB1-P701H"
2230,1530,"PB1_701P"
2230,1586,"PB1_701P"
2230,1594,"PB1_701P"
2230,1721,"PB1-P701H"
2230,1724,"PB1-P701H"
2230,1860,"Lamc1"
2230,1932,"PB1_701P"
2230,1986,"Col4a2"
2230,2007,"PB1-P701H"
2230,2081,"PB1_701P"
2230,2090,"Col4a1"
2230,2136,"PB1_701P"
2230,2192,"PB1_701P"
2230,2228,"PB1_701P"
2230,2237,"Lamc1"
2230,2307,"Col4a1"
2230,2316,"Col4a1"
2230,2648,"Col4a1"
2231,97,"PB1_701P"
2231,190,"Lamc1"
2231,411,"Col4a2"
2231,1015,"Lamc1"
2231,1513,"Col4a1"
2231,1522,"PB1_701P"
2231,1559,"Lamc1"
2231,1599,"PB1_701P"
2231,1655,"PB1_701P"
2231,1746,"PB1_701P"
2231,1889,"Ifit3"
2231,1899,"unknow"
2231,1906,"PB1_701P"
2231,1937,"Col4a2"
2231,2018,"PB1-P701H"
2231,2086,"Col4a1"
2231,2126,"PB1_701P"
2231,2130,"PB1_701P"
2231,2146,"PB1_701P"
2231,2338,"PB1_701P"
2231,2340,"PB1_701P"
2231,2343,"Col4a2"
2231,2514,"PB1_701P"
2231,2528,"PB1_701P"
2231,2587,"Col4a2"
2231,2639,"Col4a2"
2231,2657,"Lamc1"
2231,2722,"Col4a2"
2231,2727,"PB1_701P"
2231,2822,"PB1-P701H"
2232,85,"PB1_701P"
2232,92,"PB1_701P"
2232,125,"Col4a2"
2232,397,"PB1_701P"
2232,460,"Ifit3"
2232,769,"PB1_701P"
2232,873,"Col4a1"
2232,941,"Ifit3"
2232,1010,"PB1-P701H"
2232,1155,"Col4a2"
2232,1483,"Col4a2"
2232,1728,"Fn1"
2232,1857,"Col4a2"
2232,1996,"PB1-P701H"
2232,2010,"PB1-P701H"
2232,2036,"Col4a2"
2232,2046,"Fn1"
2232,2067,"Col4a2"
2232,2073,"Col4a2"
2232,2076,"Col4a2"
2232,2095,"PB1_701P"
2232,2110,"Col4a2"
2232,2116,"PB1_701P"
2232,2152,"unknow"
2232,2334,"PB1-P701H"
2232,2373,"Col4a1"
2232,2377,"PB1_701P"
2233,214,"Lamc1"
2233,220,"Lamc1"
2233,761,"PB1_701P"
2233,979,"PB1_701P"
2233,1175,"PB1_701P"
2233,1511,"PB1-P701H"
2233,1530,"PB1-P701H"
2233,1556,"Fn1"
2233,1591,"Col4a2"
2233,1669,"Lamc1"
2233,1737,"Lamc1"
2233,1913,"PB1_701P"
2233,1917,"Col4a2"
2233,1991,"PB1-P701H"
2233,2002,"PB1_701P"
2233,2019,"PB1-P701H"
2233,2050,"PB1-P701H"
2233,2124,"Ifit3"
2233,2146,"Ifit2"
2233,2192,"Col4a2"
2233,2267,"Lamc1"
2233,2272,"PB1-P701H"
2233,2380,"PB1_701P"
2233,2653,"Lamc1"
2233,2692,"Lamc1"
2234,96,"PB1_701P"
2234,105,"Col4a2"
2234,188,"Lamc1"
2234,767,"PB1_701P"
2234,1006,"Col4a2"
2234,1180,"PB1_701P"
2234,1464,"PB1-P701H"
2234,1505,"PB1-P701H"
2234,1520,"PB1-P701H"
2234,1550,"PB1-P701H"
2234,1619,"Col4a2"
2234,1640,"PB1-P701H"
2234,1722,"PB1-P701H"
2234,1904,"Lamc1"
2234,1940,"PB1_701P"
2234,1989,"PB1_701P"
2234,2014,"PB1-P701H"
2234,2061,"PB1_701P"
2234,2089,"PB1_701P"
2234,2103,"Fn1"
2234,2112,"Col4a2"
2234,2253,"PB1-P701H"
2234,2257,"Ifit3"
2234,2347,"Col4a2"
2234,2524,"Col4a1"
2235,42,"PB1_701P"
2235,84,"PB1_701P"
2235,102,"Ifit2"
2235,113,"PB1_701P"
2235,193,"Col4a2"
2235,402,"Lamc1"
2235,764,"PB1_701P"
2235,918,"Col4a2"
2235,1013,"PB1_701P"
2235,1165,"PB1-P701H"
2235,1553,"Lamc1"
2235,1603,"PB1_701P"
2235,1613,"Lamc1"
2235,1654,"PB1_701P"
2235,1664,"Lamc1"
2235,1718,"PB1-P701H"
2235,1907,"PB1_701P"
2235,1910,"PB1_701P"
2235,2006,"PB1_701P"
2235,2022,"unknow"
2235,2041,"PB1-P701H"
2235,2044,"PB1-P701H"
2235,2116,"Col4a2"
2235,2133,"Col4a2"
2235,2143,"PB1_701P"
2235,2161,"Ifit3"
2235,2332,"Col4a1"
2235,2335,"Col4a1"
2235,2695,"Col4a1"
2236,88,"Col4a1"
2236,201,"Lamc1"
2236,268,"PB1_701P"
2236,300,"PB1-P701H"
2236,339,"PB1-P701H"
2236,385,"PB1_701P"
2236,404,"Lamc1"
2236,785,"PB1_701P"
2236,876,"Col4a1"
2236,932,"PB1_701P"
2236,944,"Col4a1"
2236,1060,"Fn1"
2236,1141,"PB1_701P"
2236,1438,"PB1_701P"
2236,1475,"Col4a2"
2236,1481,"PB1-P701H"
2236,1525,"PB1-P701H"
2236,1529,"PB1-P701H"
2236,1555,"Col4a2"
2236,1661,"Lamc1"
2236,1728,"Fn1"
2236,1915,"PB1_701P"
2236,1990,"Fn1"
2236,2128,"Col4a2"
2236,2155,"Ifit3"
2237,761,"PB1_701P"
2237,936,"PB1-P701H"
2237,1072,"Ifit3"
2237,1435,"PB1_701P"
2237,1456,"PB1_701P"
2237,1515,"unknow"
2237,1550,"Fn1"
2237,1590,"PB1_701P"
2237,1593,"Ifit2"
2237,1642,"PB1-P701H"
2237,1656,"PB1_701P"
2237,1909,"PB1_701P"
2237,1966,"PB1_701P"
2237,2015,"Col4a1"
2237,2019,"PB1-P701H"
2237,2027,"Fn1"
2237,2120,"PB1_701P"
2237,2137,"unknow"
2237,2186,"PB1_701P"
2237,2242,"Lamc1"
2237,2710,"PB1-P701H"
2237,2820,"Fn1"
2238,34,"Ifit3"
2238,92,"Col4a1"
2238,116,"Col4a1"
2238,220,"Lamc1"
2238,224,"Lamc1"
2238,232,"Ifit3"
2238,781,"PB1_701P"
2238,939,"Lamc1"
2238,1492,"Col4a2"
2238,1548,"PB1-P701H"
2238,1596,"Col4a1"
2238,1632,"Col4a1"
2238,1680,"PB1_701P"
2238,1684,"Ifit2"
2238,1712,"PB1-P701H"
2238,1725,"Col4a2"
2238,1913,"Col4a2"
2238,1940,"Fn1"
2238,2030,"PB1-P701H"
2238,2147,"PB1-P701H"
2238,2337,"Col4a1"
2238,2375,"PB1_701P"
2239,40,"Col4a2"
2239,87,"PB1_701P"
2239,96,"PB1_701P"
2239,123,"Col4a1"
2239,127,"Col4a1"
2239,765,"Col4a2"
2239,837,"PB1_701P"
2239,913,"PB1_701P"
2239,935,"PB1-P701H"
2239,1008,"PB1-P701H"
2239,1120,"Col4a2"
2239,1180,"PB1_701P"
2239,1431,"PB1_701P"
2239,1440,"PB1_701P"
2239,1471,"PB1_701P"
2239,1479,"PB1-P701H"
2239,1486,"PB1-P701H"
2239,1512,"PB1_701P"
2239,1602,"Col4a2"
2239,1639,"Col4a1"
2239,1708,"Fn1"
2239,1906,"Lamc1"
2239,1934,"PB1-P701H"
2239,1985,"PB1-P701H"
2239,2034,"PB1-P701H"
2239,2237,"Col4a2"
2239,2296,"PB1-P701H"
2239,2347,"Lamc1"
2239,2528,"PB1_701P"
2239,2700,"PB1_701P"
2240,42,"PB1_701P"
2240,100,"Lamc1"
2240,113,"PB1_701P"
2240,368,"Col4a2"
2240,390,"PB1-P701H"
2240,697,"PB1_701P"
2240,735,"Ifit2"
2240,932,"PB1-P701H"
2240,1185,"PB1_701P"
2240,1438,"PB1-P701H"
2240,1459,"PB1_701P"
2240,1550,"Lamc1"
2240,1556,"Col4a2"
2240,1559,"PB1_701P"
2240,1562,"PB1_701P"
2240,1590,"Col4a2"
2240,1599,"PB1_701P"
2240,1704,"PB1_701P"
2240,1924,"PB1_701P"
2240,2017,"PB1-P701H"
2240,2025,"PB1-P701H"
2240,2106,"Lamc1"
2240,2116,"PB1_701P"
2240,2125,"PB1-P701H"
2240,2260,"PB1-P701H"
2240,2349,"Lamc1"
2240,2648,"Lamc1"
2240,2709,"PB1-P701H"
2241,90,"PB1_701P"
2241,107,"PB1_701P"
2241,115,"PB1_701P"
2241,170,"PB1_701P"
2241,290,"PB1-P701H"
2241,371,"Col4a2"
2241,377,"PB1-P701H"
2241,415,"PB1-P701H"
2241,475,"Col4a1"
2241,693,"PB1_701P"
2241,746,"PB1_701P"
2241,753,"Col4a2"
2241,771,"PB1_701P"
2241,1106,"PB1-P701H"
2241,1455,"PB1_701P"
2241,1473,"PB1_701P"
2241,1585,"Col4a1"
2241,1629,"Fn1"
2241,1634,"PB1-P701H"
2241,1657,"Col4a1"
2241,1748,"PB1_701P"
2241,1920,"PB1_701P"
2241,1959,"PB1_701P"
2241,2151,"Fn1"
2241,2156,"Lamc1"
2241,2339,"Lamc1"
2241,2816,"Fn1"
2242,86,"Col4a1"
2242,394,"PB1-P701H"
2242,408,"Lamc1"
2242,552,"PB1-P701H"
2242,761,"PB1_701P"
2242,766,"PB1_701P"
2242,936,"PB1-P701H"
2242,945,"Lamc1"
2242,1012,"Lamc1"
2242,1110,"PB1-P701H"
2242,1113,"unknow"
2242,1116,"Col4a1"
2242,1142,"Ifit3"
2242,1160,"PB1_701P"
2242,1427,"PB1-P701H"
2242,1432,"PB1-P701H"
2242,1435,"PB1-P701H"
2242,1468,"Col4a1"
2242,1514,"PB1_701P"
2242,1592,"PB1_701P"
2242,1735,"PB1-P701H"
2242,1917,"Col4a2"
2242,2111,"PB1_701P"
2242,2119,"PB1_701P"
2242,2162,"Col4a1"
2242,2246,"Lamc1"
2242,2282,"PB1_701P"
2242,2297,"Col4a1"
2242,2334,"PB1_701P"
2242,2530,"PB1_701P"
2242,2593,"Ifit2"
2242,2701,"Ifit2"
2242,2726,"Fn1"
2243,390,"PB1-P701H"
2243,696,"PB1_701P"
2243,779,"Col4a2"
2243,913,"Col4a2"
2243,941,"Lamc1"
2243,1100,"PB1_701P"
2243,1156,"Ifit3"
2243,1173,"PB1-P701H"
2243,1183,"PB1_701P"
2243,1424,"PB1-P701H"
2243,1459,"PB1-P701H"
2243,1464,"Col4a1"
2243,1518,"PB1_701P"
2243,1602,"Col4a2"
2243,1640,"PB1-P701H"
2243,1664,"PB1_701P"
2243,1708,"Fn1"
2243,1898,"PB1_701P"
2243,1922,"PB1_701P"
2243,1983,"PB1-P701H"
2243,2035,"Col4a1"
2243,2060,"PB1_701P"
2243,2122,"PB1_701P"
2243,2155,"PB1-P701H"
2243,2243,"Lamc1"
2243,2272,"PB1_701P"
2243,2279,"PB1-P701H"
2243,2332,"PB1_701P"
2243,2680,"Col4a1"
2243,2730,"Fn1"
2243,2732,"PB1-P701H"
2244,39,"Col4a2"
2244,93,"PB1_701P"
2244,117,"PB1_701P"
